time_limit, cost_limit, E_time, E_cost, P_success_inf, P_success_sup, P_success_confidence, time_distribution_low, time_distribution_up, time_distribution_hist, cost_distribution_low, cost_distribution_up, cost_distribution_hist, t_d_dk, t_d_cp, t_d_cc, t_d_dsr,  p_d_dk, p_d_cp, p_d_cc, p_d_dsr, t_a_ad, t_a_ic, t_a_p, t_a_sp, t_a_bf, t_a_ss, t_a_fue, p_a_ad, p_a_ic, p_a_p, p_a_sp, p_a_bf, p_a_ss, p_a_fue, w_a_ad, w_a_ic, w_a_p, w_a_sp, w_a_bf, w_a_ss, w_a_fue, wp_a_ad, wp_a_ic, wp_a_p, wp_a_sp, wp_a_bf, wp_a_ss, wp_a_fue
10000, None, 725.672, 320.485, 0.901855, 1.0, 0.95, 448.0, 100000.0, 9926; 66; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8, 140.0, 3618.0, 4770; 1711; 680; 76; 50; 118; 185; 188; 126; 36; 87; 256; 226; 145; 136; 86; 95; 106; 87; 65; 46; 76; 71; 44; 43; 35; 59; 53; 46; 18; 23; 22; 30; 24; 24; 18; 14; 16; 8; 13; 7; 8; 16; 6; 6; 1; 6; 3; 6; 0; 4; 0; 3; 1; 2; 1; 0; 5; 1; 1; 3; 0; 0; 1; 0; 0; 1; 1; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
2000, None, 627.256, 423.883, 0.901855, 1.0, 0.95, 13.0, 100000.0, 9904; 81; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14, 141.0, 5149.0, 1894; 1554; 1648; 953; 643; 522; 341; 442; 251; 239; 164; 163; 85; 64; 58; 131; 78; 56; 46; 80; 71; 34; 37; 65; 40; 25; 25; 36; 45; 18; 25; 23; 21; 11; 11; 13; 16; 4; 5; 8; 8; 4; 5; 5; 4; 0; 4; 4; 3; 0; 1; 3; 1; 3; 1; 1; 0; 2; 0; 1; 0; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1800, None, 807.145, 601.57, 0.901855, 1.0, 0.95, 40.0, 100000.0, 9864; 103; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 32, 143.0, 3027.0, 22; 59; 57; 74; 83; 268; 204; 467; 323; 787; 487; 1196; 890; 1046; 1177; 85; 96; 156; 114; 137; 156; 175; 132; 165; 165; 113; 119; 151; 84; 74; 104; 82; 63; 60; 56; 51; 54; 56; 40; 27; 33; 28; 28; 27; 26; 15; 16; 20; 5; 19; 15; 10; 8; 5; 7; 11; 14; 9; 3; 4; 4; 2; 4; 2; 2; 2; 2; 0; 0; 3; 3; 1; 0; 1; 2; 3; 1; 0; 0; 1; 0; 0; 1; 1; 1; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1600, None, 1052.46, 62.357, 0.87865, 0.978536, 0.95, 750.0, 5100.0, 2844; 1006; 1492; 541; 769; 252; 378; 118; 209; 96; 57; 84; 36; 50; 14; 19; 315; 483; 163; 144; 194; 65; 92; 30; 46; 22; 43; 10; 10; 5; 2; 4; 0; 119; 34; 72; 17; 22; 8; 6; 14; 8; 9; 3; 3; 2; 1; 1; 0; 10; 16; 12; 2; 11; 1; 5; 3; 2; 4; 1; 2; 1; 0; 0; 0; 0; 5; 0; 2; 2; 2; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 20.0, 420.0, 1635; 0; 1564; 0; 0; 1375; 0; 1085; 0; 0; 851; 0; 674; 0; 0; 586; 0; 454; 0; 0; 332; 0; 289; 0; 0; 240; 0; 183; 0; 0; 149; 0; 115; 0; 0; 90; 0; 80; 0; 0; 64; 0; 44; 0; 0; 45; 0; 27; 0; 0; 24; 0; 22; 0; 0; 9; 0; 14; 0; 0; 7; 0; 9; 0; 0; 7; 0; 6; 0; 0; 6; 0; 3; 0; 0; 2; 0; 4; 0; 0; 2; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1500, None, 629.212, 797.797, 0.901855, 1.0, 0.95, 10.0, 100000.0, 9916; 70; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 14, 122.0, 3034.0, 15; 9; 15; 24; 25; 35; 53; 449; 124; 91; 62; 71; 71; 99; 367; 123; 345; 1996; 1098; 531; 362; 225; 307; 228; 192; 154; 200; 183; 152; 213; 168; 183; 183; 184; 154; 97; 97; 80; 67; 83; 79; 67; 63; 44; 38; 44; 55; 53; 36; 27; 41; 28; 28; 23; 16; 13; 22; 15; 16; 12; 10; 13; 10; 15; 12; 7; 10; 7; 10; 7; 5; 4; 3; 6; 5; 3; 5; 2; 1; 3; 1; 3; 4; 1; 1; 0; 3; 1; 2; 3; 0; 0; 0; 4; 1; 1; 0; 1; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1400, None, 620.172, 775.175, 0.901855, 1.0, 0.95, 10.0, 100000.0, 9905; 78; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 15, 141.0, 3317.0, 34; 28; 32; 42; 49; 59; 85; 85; 85; 85; 106; 108; 139; 1162; 2096; 1361; 553; 316; 177; 159; 251; 152; 146; 125; 153; 140; 265; 203; 205; 142; 122; 125; 85; 87; 91; 118; 82; 78; 49; 49; 50; 48; 45; 47; 30; 29; 34; 24; 29; 24; 15; 17; 15; 15; 19; 10; 9; 8; 8; 6; 3; 9; 6; 9; 6; 5; 4; 7; 2; 2; 3; 0; 3; 2; 3; 0; 3; 2; 1; 1; 1; 1; 0; 3; 4; 1; 1; 1; 0; 1; 1; 0; 0; 0; 0; 1; 0; 2; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1500, None, 509.107, 199.294, 0.901855, 1.0, 0.95, 9.0, 2886.0, 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7706; 75; 71; 37; 33; 38; 29; 14; 14; 15; 1561; 22; 6; 0; 2; 3; 280; 2; 0; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 48; 0; 1; 0; 20; 1; 0; 0; 0; 0; 7; 0; 1; 0; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 141.0, 3555.0, 5316; 2122; 1361; 473; 141; 97; 104; 104; 13; 37; 30; 33; 58; 29; 16; 3; 4; 11; 5; 1; 4; 1; 1; 5; 3; 0; 2; 3; 0; 1; 1; 1; 3; 0; 1; 2; 2; 0; 1; 0; 0; 1; 3; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1400, None, 534.247, 405.369, 0.901855, 1.0, 0.95, 12.0, 100000.0, 9921; 72; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5, 141.0, 3187.0, 1569; 351; 1475; 976; 910; 159; 712; 504; 449; 116; 345; 237; 274; 82; 218; 155; 137; 76; 76; 88; 66; 54; 34; 47; 66; 59; 69; 48; 33; 29; 38; 83; 52; 55; 29; 24; 20; 30; 16; 19; 16; 23; 7; 17; 11; 8; 6; 17; 7; 6; 5; 4; 5; 7; 9; 13; 4; 2; 5; 8; 4; 1; 1; 2; 0; 2; 2; 1; 3; 1; 4; 3; 2; 2; 2; 1; 0; 0; 0; 2; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 1; 0; 0; 0; 0; 1; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1300, None, 1025.85, 788.615, 0.901855, 1.0, 0.95, 16.0, 100000.0, 9384; 569; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 44, 121.0, 4811.0, 78; 66; 85; 77; 101; 133; 123; 128; 181; 2274; 2025; 859; 420; 249; 178; 178; 193; 171; 142; 453; 361; 201; 140; 103; 96; 91; 84; 64; 63; 106; 89; 51; 37; 55; 30; 31; 34; 36; 32; 20; 19; 14; 5; 19; 14; 14; 8; 6; 11; 4; 6; 6; 3; 5; 3; 5; 2; 1; 1; 2; 0; 0; 0; 3; 1; 0; 0; 2; 0; 2; 1; 1; 0; 0; 0; 1; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1200, None, 571.772, 241.86, 0.901085, 0.999531, 0.95, 441.0, 100000.0, 9910; 84; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5, 40.0, 2778.0, 856; 425; 209; 85; 95; 12; 2827; 1932; 1769; 945; 428; 100; 11; 5; 1; 1; 20; 16; 7; 4; 3; 1; 67; 29; 14; 12; 7; 5; 3; 10; 5; 6; 17; 8; 11; 5; 3; 5; 6; 8; 5; 3; 0; 0; 1; 1; 4; 1; 0; 1; 0; 0; 0; 2; 0; 0; 0; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
