time_limit, cost_limit, E_time, E_cost, P_success_inf, P_success_sup, P_success_confidence, time_distribution_low, time_distribution_up, time_distribution_hist, cost_distribution_low, cost_distribution_up, cost_distribution_hist, t_d_dk, t_d_cp, t_d_cc, t_d_dsr,  p_d_dk, p_d_cp, p_d_cc, p_d_dsr, t_a_ad, t_a_ic, t_a_p, t_a_sp, t_a_bf, t_a_ss, t_a_fue, p_a_ad, p_a_ic, p_a_p, p_a_sp, p_a_bf, p_a_ss, p_a_fue, w_a_ad, w_a_ic, w_a_p, w_a_sp, w_a_bf, w_a_ss, w_a_fue, wp_a_ad, wp_a_ic, wp_a_p, wp_a_sp, wp_a_bf, wp_a_ss, wp_a_fue
10000, None, 776.857, 1769.0, 0.901855, 1.0, 0.95, 240.0, 4720.0, 723; 112; 719; 36; 388; 111; 664; 85; 218; 151; 3001; 591; 349; 566; 206; 358; 162; 104; 159; 62; 154; 18; 105; 31; 95; 27; 34; 28; 7; 70; 1; 33; 9; 303; 22; 27; 49; 31; 20; 18; 15; 11; 23; 2; 8; 7; 6; 7; 1; 4; 0; 7; 1; 0; 1; 19; 8; 3; 2; 1; 1; 4; 1; 2; 2; 1; 2; 1; 0; 1; 0; 0; 2; 0; 0; 0; 0; 5; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 1, 291.0, 10843.0, 349; 491; 656; 722; 793; 821; 697; 555; 298; 178; 125; 77; 53; 41; 29; 24; 21; 11; 12; 180; 266; 388; 420; 493; 502; 456; 255; 182; 108; 88; 76; 68; 65; 41; 32; 36; 31; 17; 9; 7; 13; 22; 20; 27; 20; 24; 17; 13; 29; 20; 18; 12; 16; 8; 8; 4; 4; 6; 2; 1; 2; 3; 0; 0; 2; 2; 1; 3; 0; 4; 3; 2; 2; 4; 0; 3; 0; 2; 3; 1; 0; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
2000, None, 731.648, 902.323, 0.901855, 1.0, 0.95, 240.0, 2000.0, 474; 359; 261; 6; 90; 351; 119; 36; 66; 1; 40; 285; 243; 39; 172; 56; 33; 446; 7; 84; 2; 1; 285; 191; 23; 158; 9; 2964; 378; 57; 300; 23; 21; 259; 59; 226; 139; 10; 103; 83; 120; 3; 75; 5; 69; 32; 77; 10; 45; 33; 12; 75; 9; 30; 1; 4; 52; 35; 4; 22; 3; 22; 32; 25; 7; 5; 0; 13; 31; 25; 5; 27; 10; 30; 11; 2; 12; 0; 4; 21; 10; 6; 16; 0; 246; 37; 1; 24; 0; 1; 30; 2; 16; 8; 1; 10; 2; 14; 3; 116, 283.0, 9902.0, 334; 656; 835; 1131; 1239; 1233; 1147; 931; 621; 463; 314; 216; 155; 138; 107; 100; 83; 74; 74; 40; 30; 13; 15; 4; 5; 0; 0; 4; 1; 6; 1; 0; 1; 2; 4; 0; 3; 0; 1; 0; 2; 0; 1; 2; 1; 0; 0; 1; 0; 3; 0; 3; 0; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
1800, None, 701.058, 4591.74, 0.901855, 1.0, 0.95, 38.0, 1800.0, 22; 24; 18; 97; 43; 46; 29; 24; 34; 60; 0; 467; 297; 28; 44; 61; 39; 700; 26; 27; 28; 0; 228; 132; 31; 83; 60; 37; 530; 79; 44; 20; 19; 9; 182; 153; 33; 48; 2802; 226; 473; 22; 358; 19; 228; 42; 220; 18; 180; 9; 126; 179; 19; 84; 5; 53; 84; 3; 75; 50; 9; 48; 54; 17; 30; 6; 3; 14; 15; 31; 1; 23; 16; 50; 12; 1; 18; 4; 0; 20; 18; 1; 10; 5; 1; 46; 0; 6; 0; 1; 25; 0; 13; 8; 3; 172; 14; 32; 11; 185, 390.0, 45005.0, 1463; 3074; 296; 63; 195; 468; 226; 74; 263; 482; 360; 95; 164; 268; 288; 105; 104; 163; 252; 118; 60; 79; 150; 131; 59; 68; 89; 101; 55; 35; 51; 61; 56; 25; 30; 46; 45; 22; 23; 16; 38; 19; 17; 17; 14; 13; 8; 8; 11; 10; 8; 6; 7; 4; 7; 5; 5; 4; 8; 6; 9; 7; 10; 3; 4; 2; 2; 5; 1; 1; 2; 1; 3; 2; 0; 2; 1; 1; 1; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
1600, None, 717.777, 1003.96, 0.874377, 0.974272, 0.95, 240.0, 1600.0, 452; 307; 0; 250; 0; 102; 0; 367; 131; 0; 100; 0; 0; 43; 292; 0; 205; 34; 194; 0; 85; 0; 462; 0; 71; 0; 0; 0; 37; 252; 176; 0; 22; 188; 0; 2982; 64; 438; 4; 330; 1; 0; 0; 233; 39; 246; 4; 189; 2; 132; 13; 52; 150; 1; 99; 4; 0; 0; 105; 0; 78; 1; 66; 0; 32; 5; 62; 3; 0; 36; 0; 1; 26; 33; 35; 0; 4; 27; 0; 18; 30; 21; 5; 11; 4; 0; 0; 6; 20; 20; 0; 20; 0; 0; 5; 24; 11; 0; 13; 525, 302.0, 9013.0, 66; 144; 1060; 436; 606; 727; 992; 1285; 1404; 1164; 749; 302; 156; 102; 82; 64; 91; 89; 112; 96; 99; 65; 37; 19; 6; 3; 0; 0; 4; 2; 4; 4; 5; 1; 4; 0; 4; 5; 1; 3; 2; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
1500, None, 571.71, 7975.37, 0.901855, 1.0, 0.95, 15.0, 1500.0, 8; 54; 46; 44; 30; 44; 89; 52; 30; 61; 46; 32; 22; 9; 26; 473; 516; 284; 258; 103; 59; 701; 174; 64; 88; 49; 14; 26; 244; 323; 115; 158; 97; 58; 58; 460; 173; 58; 107; 24; 10; 33; 220; 181; 97; 113; 39; 1998; 147; 265; 36; 192; 27; 47; 136; 26; 139; 26; 96; 15; 82; 15; 98; 31; 51; 17; 27; 3; 26; 28; 27; 9; 24; 8; 14; 34; 17; 2; 12; 2; 2; 6; 10; 16; 2; 10; 2; 5; 0; 27; 1; 10; 1; 3; 0; 6; 3; 11; 4; 234, 310.0, 73368.0, 2833; 339; 58; 396; 167; 759; 356; 341; 533; 238; 376; 268; 216; 345; 156; 199; 179; 165; 199; 141; 160; 145; 93; 123; 103; 86; 114; 92; 75; 76; 59; 54; 56; 47; 22; 36; 41; 32; 34; 34; 25; 19; 22; 19; 22; 17; 9; 10; 9; 9; 8; 7; 3; 10; 5; 7; 5; 4; 6; 2; 2; 4; 6; 3; 1; 0; 1; 2; 4; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 1; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
1400, None, 719.338, 4924.64, 0.800547, 0.900525, 0.95, 12.0, 1400.0, 3; 52; 22; 22; 92; 24; 75; 49; 51; 37; 39; 34; 17; 19; 23; 11; 447; 330; 78; 35; 276; 71; 107; 45; 90; 227; 65; 41; 14; 11; 221; 36; 298; 28; 150; 67; 86; 29; 49; 223; 58; 29; 23; 11; 24; 168; 120; 132; 113; 48; 40; 2282; 37; 320; 44; 33; 46; 33; 68; 50; 61; 65; 42; 63; 40; 31; 69; 26; 70; 51; 57; 19; 17; 46; 42; 26; 49; 22; 33; 22; 38; 27; 45; 21; 22; 26; 18; 36; 40; 39; 23; 16; 21; 18; 20; 15; 26; 31; 9; 1385, 300.0, 71487.0, 4037; 568; 135; 640; 328; 582; 485; 230; 414; 245; 224; 245; 144; 211; 171; 129; 139; 102; 104; 112; 77; 77; 58; 57; 69; 43; 31; 40; 30; 23; 28; 23; 18; 24; 17; 24; 17; 17; 8; 7; 4; 7; 8; 2; 4; 3; 7; 6; 2; 2; 0; 5; 3; 0; 4; 2; 0; 2; 1; 1; 1; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
1500, None, 712.292, 3040.29, 0.901085, 0.999531, 0.95, 38.0, 1500.0, 4; 0; 12; 0; 35; 19; 31; 6; 10; 3; 11; 14; 0; 426; 1; 293; 3; 248; 31; 107; 314; 125; 11; 109; 6; 11; 34; 257; 235; 11; 238; 10; 90; 6; 325; 96; 13; 80; 16; 0; 24; 220; 183; 40; 127; 21; 2727; 69; 504; 26; 67; 214; 15; 2; 323; 0; 244; 5; 154; 6; 136; 76; 95; 19; 71; 19; 27; 86; 36; 78; 1; 61; 1; 3; 53; 24; 33; 0; 30; 0; 0; 32; 24; 39; 3; 27; 2; 17; 5; 47; 3; 14; 2; 0; 0; 46; 0; 26; 2; 650, 291.0, 47134.0, 3581; 2622; 429; 109; 91; 438; 154; 58; 217; 340; 208; 41; 120; 194; 179; 34; 74; 100; 155; 34; 39; 84; 100; 35; 29; 49; 43; 41; 19; 23; 23; 40; 26; 27; 14; 31; 12; 12; 14; 17; 12; 10; 7; 12; 12; 3; 9; 5; 13; 5; 5; 3; 4; 2; 1; 2; 4; 5; 1; 0; 5; 5; 2; 2; 2; 1; 0; 0; 0; 3; 0; 0; 0; 1; 0; 1; 0; 0; 2; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
1400, None, 689.258, 3045.62, 0.83827, 0.938061, 0.95, 108.0, 1400.0, 12; 1; 4; 0; 0; 0; 0; 4; 0; 0; 467; 285; 0; 0; 252; 5; 111; 605; 153; 2; 2; 95; 0; 2; 57; 229; 1; 203; 44; 160; 6; 78; 1; 556; 129; 6; 110; 0; 3; 0; 39; 199; 171; 0; 21; 130; 7; 2908; 402; 133; 202; 168; 110; 65; 58; 69; 74; 42; 78; 36; 60; 16; 24; 29; 68; 33; 9; 25; 4; 11; 5; 10; 23; 16; 5; 5; 22; 8; 9; 50; 10; 2; 7; 5; 6; 3; 16; 25; 6; 8; 5; 14; 6; 10; 5; 37; 12; 1; 13; 882, 282.0, 77048.0, 6210; 838; 193; 412; 119; 570; 201; 86; 239; 36; 161; 85; 54; 116; 25; 87; 54; 31; 59; 25; 37; 29; 24; 29; 19; 20; 30; 16; 21; 14; 16; 14; 8; 10; 14; 10; 6; 5; 7; 7; 7; 6; 6; 3; 5; 4; 7; 1; 1; 1; 2; 0; 1; 1; 2; 2; 0; 2; 0; 2; 1; 0; 1; 1; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
1300, None, 704.013, 2389.53, 0.874377, 0.974272, 0.95, 108.0, 1300.0, 24; 0; 2; 1; 0; 1; 0; 0; 12; 0; 0; 502; 308; 10; 12; 13; 15; 19; 12; 618; 81; 13; 11; 12; 4; 15; 10; 241; 17; 173; 10; 61; 26; 22; 12; 10; 569; 72; 10; 43; 9; 6; 4; 1; 201; 8; 147; 26; 17; 19; 15; 2919; 242; 505; 145; 34; 269; 76; 28; 20; 231; 47; 39; 209; 13; 144; 9; 27; 114; 78; 98; 16; 13; 84; 5; 32; 5; 50; 32; 51; 7; 4; 31; 10; 37; 5; 60; 25; 9; 8; 3; 0; 4; 1; 38; 6; 27; 2; 6; 768, 258.0, 47204.0, 1777; 4171; 1292; 408; 13; 207; 305; 163; 69; 376; 204; 107; 29; 165; 122; 33; 17; 65; 66; 19; 17; 39; 42; 14; 5; 22; 31; 13; 3; 13; 23; 9; 7; 9; 16; 8; 5; 6; 8; 9; 4; 5; 6; 4; 2; 3; 11; 4; 1; 2; 6; 6; 2; 1; 1; 1; 3; 3; 2; 2; 1; 1; 1; 2; 1; 0; 4; 1; 1; 1; 0; 0; 0; 0; 0; 3; 0; 1; 0; 3; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 1, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
1200, None, 584.375, 7017.27, 0.887691, 0.987478, 0.95, 10.0, 1200.0, 11; 18; 50; 35; 31; 54; 25; 35; 114; 26; 41; 18; 15; 26; 9; 32; 24; 5; 22; 573; 285; 351; 96; 106; 37; 83; 42; 331; 84; 327; 72; 54; 25; 27; 7; 37; 173; 130; 247; 72; 119; 79; 45; 32; 264; 100; 263; 48; 63; 19; 22; 9; 118; 63; 85; 177; 73; 89; 47; 2079; 314; 99; 311; 98; 134; 91; 10; 46; 123; 32; 31; 100; 30; 61; 31; 14; 56; 19; 57; 52; 8; 30; 9; 52; 4; 24; 17; 20; 23; 20; 17; 5; 6; 11; 22; 12; 13; 5; 13; 436, 310.0, 63005.0, 2871; 483; 87; 197; 229; 152; 785; 284; 158; 688; 311; 178; 441; 249; 131; 309; 198; 105; 269; 196; 96; 176; 136; 67; 124; 104; 61; 83; 82; 51; 67; 56; 39; 52; 57; 30; 39; 30; 30; 22; 28; 15; 17; 30; 16; 16; 21; 11; 5; 11; 5; 11; 9; 8; 7; 6; 4; 6; 5; 1; 5; 5; 2; 1; 3; 0; 1; 0; 1; 5; 0; 1; 3; 4; 1; 2; 3; 1; 1; 1; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0, 20, 100, 200, 1000, 1, 0.5, 1, 1, 8, 4, 1, 240, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 100, 0, 0, 20, 0, 10, 10, 200, 500, 200, 0, 1, 0, 0
