time_limit, cost_limit, E_time, E_cost, P_success_inf, P_success_sup, P_success_confidence, time_distribution_low, time_distribution_up, time_distribution_hist, cost_distribution_low, cost_distribution_up, cost_distribution_hist, t_d_dk, t_d_cp, t_d_cc, t_d_dsr,  p_d_dk, p_d_cp, p_d_cc, p_d_dsr, t_a_ad, t_a_ic, t_a_p, t_a_sp, t_a_bf, t_a_ss, t_a_fue, p_a_ad, p_a_ic, p_a_p, p_a_sp, p_a_bf, p_a_ss, p_a_fue, w_a_ad, w_a_ic, w_a_p, w_a_sp, w_a_bf, w_a_ss, w_a_fue, wp_a_ad, wp_a_ic, wp_a_p, wp_a_sp, wp_a_bf, wp_a_ss, wp_a_fue
10000, None, 1049.18, 63.139, 0.901855, 1.0, 0.95, 750.0, 5880.0, 2915; 1839; 1179; 408; 620; 376; 130; 223; 116; 91; 25; 30; 23; 7; 574; 371; 234; 91; 122; 78; 24; 34; 26; 21; 6; 11; 1; 5; 129; 71; 58; 12; 25; 16; 6; 7; 5; 2; 3; 2; 1; 1; 27; 12; 5; 4; 7; 3; 0; 0; 0; 1; 1; 1; 0; 0; 7; 3; 1; 0; 2; 1; 0; 3; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 20.0, 550.0, 1571; 1582; 0; 1377; 0; 1064; 0; 882; 0; 671; 0; 552; 0; 456; 0; 370; 288; 0; 229; 0; 188; 0; 169; 0; 120; 0; 94; 0; 82; 0; 66; 0; 33; 35; 0; 38; 0; 38; 0; 17; 0; 9; 0; 13; 0; 5; 0; 14; 0; 11; 3; 0; 7; 0; 1; 0; 4; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 1; 0; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
2000, None, 557.318, 193.001, 0.901855, 1.0, 0.95, 440.0, 100000.0, 9972; 23; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5, 140.0, 2363.0, 4228; 2029; 1274; 820; 710; 267; 169; 115; 92; 51; 35; 24; 26; 12; 5; 2; 0; 2; 30; 20; 15; 9; 8; 2; 3; 4; 3; 7; 4; 3; 1; 1; 0; 2; 2; 0; 2; 0; 1; 3; 2; 0; 0; 0; 0; 3; 2; 0; 0; 1; 0; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 1; 0; 1; 1; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1800, None, 994.113, 221.752, 0.901085, 0.999531, 0.95, 750.0, 4861.0, 2934; 1062; 1462; 552; 415; 609; 219; 179; 239; 90; 322; 194; 259; 136; 73; 97; 56; 158; 249; 134; 85; 93; 54; 40; 23; 25; 15; 17; 12; 7; 7; 11; 3; 3; 1; 44; 20; 16; 19; 7; 10; 6; 7; 3; 2; 2; 1; 2; 0; 1; 0; 0; 3; 2; 4; 2; 3; 0; 0; 3; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1, 120.0, 2453.0, 3895; 1486; 901; 879; 295; 181; 187; 172; 317; 348; 178; 146; 69; 37; 32; 40; 74; 186; 145; 100; 59; 32; 20; 18; 38; 32; 21; 20; 17; 6; 8; 5; 7; 4; 5; 3; 6; 1; 2; 3; 0; 1; 2; 2; 1; 0; 1; 1; 3; 2; 1; 1; 1; 1; 0; 2; 1; 0; 0; 0; 2; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1600, None, 1932.35, 366.817, 0.901855, 1.0, 0.95, 440.0, 100000.0, 9672; 136; 37; 19; 2; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 131, 140.0, 7211.0, 6603; 1047; 220; 42; 63; 379; 126; 99; 225; 102; 89; 140; 73; 94; 89; 46; 52; 77; 35; 52; 49; 23; 32; 28; 11; 21; 20; 15; 17; 13; 6; 15; 6; 5; 10; 7; 9; 3; 3; 8; 6; 5; 2; 3; 1; 2; 4; 1; 3; 1; 2; 0; 2; 0; 3; 1; 0; 1; 0; 2; 0; 0; 1; 0; 0; 0; 0; 0; 1; 2; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1500, None, 493.403, 395.41, 0.901855, 1.0, 0.95, 11.0, 2601.0, 64; 88; 89; 87; 65; 52; 37; 27; 26; 18; 19; 14; 13; 4; 8; 4; 7380; 18; 56; 26; 24; 24; 8; 7; 0; 7; 8; 1426; 4; 1; 1; 3; 1; 19; 4; 1; 1; 0; 0; 0; 0; 0; 1; 1; 293; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 53; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2, 141.0, 3693.0, 1880; 1533; 72; 1188; 891; 761; 546; 425; 336; 276; 232; 57; 202; 155; 143; 118; 189; 130; 68; 41; 46; 56; 60; 51; 46; 39; 35; 37; 34; 25; 30; 24; 25; 18; 23; 16; 9; 11; 20; 12; 15; 13; 6; 6; 10; 13; 4; 8; 5; 4; 5; 3; 0; 9; 6; 5; 2; 3; 3; 6; 1; 1; 1; 0; 1; 0; 0; 0; 0; 1; 1; 1; 0; 0; 0; 1; 2; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 1; 0, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1400, None, 837.412, 777.826, 0.901855, 1.0, 0.95, 12.0, 100000.0, 9888; 70; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 36, 41.0, 3413.0, 3; 4; 4; 8; 16; 23; 28; 46; 67; 62; 52; 54; 69; 104; 139; 307; 1218; 1139; 1616; 949; 549; 381; 292; 229; 165; 222; 197; 302; 286; 219; 125; 147; 90; 106; 94; 61; 73; 63; 61; 37; 29; 35; 39; 30; 23; 19; 20; 14; 21; 20; 18; 12; 12; 5; 6; 13; 10; 9; 5; 4; 5; 5; 4; 5; 4; 1; 2; 3; 2; 2; 1; 0; 2; 1; 3; 1; 0; 1; 1; 1; 0; 2; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1500, None, 895.909, 118.759, 0.901855, 1.0, 0.95, 444.0, 100000.0, 8327; 1603; 55; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2, 40.0, 2081.0, 4439; 1950; 1148; 750; 504; 296; 145; 13; 19; 12; 10; 13; 4; 2; 17; 39; 43; 28; 13; 14; 11; 6; 14; 2; 64; 49; 31; 28; 32; 11; 22; 11; 23; 10; 25; 10; 11; 7; 6; 11; 11; 8; 12; 12; 10; 7; 6; 2; 7; 5; 7; 5; 4; 2; 3; 3; 3; 5; 5; 6; 1; 5; 2; 2; 1; 4; 0; 2; 0; 3; 0; 2; 1; 1; 2; 0; 0; 1; 0; 0; 0; 3; 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1400, None, 703.58, 432.481, 0.901855, 1.0, 0.95, 13.0, 100000.0, 9867; 109; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 22, 142.0, 4271.0, 1613; 1347; 1076; 856; 639; 606; 516; 354; 300; 286; 335; 244; 207; 213; 162; 140; 101; 92; 105; 99; 85; 62; 48; 59; 62; 29; 31; 31; 35; 32; 25; 19; 20; 20; 12; 12; 11; 12; 16; 15; 6; 9; 7; 5; 3; 4; 7; 1; 3; 1; 1; 5; 2; 1; 6; 1; 0; 3; 0; 2; 0; 1; 1; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1300, None, 724.287, 198.742, 0.901085, 0.999531, 0.95, 48.0, 100000.0, 9592; 399; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7, 141.0, 2137.0, 2948; 2468; 1532; 1013; 619; 418; 273; 189; 100; 78; 45; 35; 22; 27; 18; 8; 5; 8; 2; 5; 19; 16; 7; 9; 5; 0; 1; 2; 6; 7; 14; 11; 3; 6; 2; 1; 3; 2; 4; 7; 9; 2; 4; 4; 2; 1; 3; 0; 1; 2; 2; 2; 2; 1; 2; 0; 1; 3; 2; 3; 3; 3; 0; 1; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 2; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
1200, None, 1343.96, 190.177, 0.901855, 1.0, 0.95, 440.0, 100000.0, 9787; 128; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 83, 140.0, 3103.0, 4676; 2555; 1279; 618; 347; 151; 117; 62; 22; 13; 4; 3; 3; 24; 31; 17; 7; 9; 4; 0; 13; 5; 4; 2; 0; 1; 1; 4; 2; 2; 3; 0; 0; 3; 2; 0; 4; 0; 0; 0; 0; 1; 0; 0; 1; 0; 1; 1; 0; 0; 0; 1; 0; 1; 0; 0; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1, 100000, 100000, 100000, 100000, 1, 0.5, 1, 1, 8, 4, 1, 440, 1, 30, 720, 0.5, 0.3, 1, 0.8, 0.001, 0.2, 0.8, 10, 0, 0, 20, 0, 10, 10, 20, 50, 100, 0, 1, 0, 0
